"Plot Title: Stream_B"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20781167, SEN S/N: 20781167)","Temp, °C (LGR S/N: 20781167, SEN S/N: 20781167)"
288,20-03-07 11:35:00 AM,12.49,8.86
289,20-03-07 11:40:00 AM,12.48,8.96
290,20-03-07 11:45:00 AM,12.49,9.08
291,20-03-07 11:50:00 AM,12.45,9.20
292,20-03-07 11:55:00 AM,12.43,9.34
293,20-03-07 12:00:00 PM,12.41,9.46
294,20-03-07 12:05:00 PM,12.36,9.58
295,20-03-07 12:10:00 PM,12.37,9.68
296,20-03-07 12:15:00 PM,12.33,9.78
297,20-03-07 12:20:00 PM,12.30,9.88
298,20-03-07 12:25:00 PM,12.27,9.98
299,20-03-07 12:30:00 PM,12.25,10.08
300,20-03-07 12:35:00 PM,12.20,10.16
301,20-03-07 12:40:00 PM,12.20,10.24
302,20-03-07 12:45:00 PM,12.18,10.32
303,20-03-07 12:50:00 PM,12.13,10.38
304,20-03-07 12:55:00 PM,12.10,10.46
305,20-03-07 01:00:00 PM,12.10,10.52
306,20-03-07 01:05:00 PM,12.06,10.60
307,20-03-07 01:10:00 PM,12.05,10.66
308,20-03-07 01:15:00 PM,12.01,10.72
309,20-03-07 01:20:00 PM,12.00,10.76
310,20-03-07 01:25:00 PM,11.98,10.82
311,20-03-07 01:30:00 PM,11.95,10.86
312,20-03-07 01:35:00 PM,11.91,10.90
313,20-03-07 01:40:00 PM,11.89,10.94
314,20-03-07 01:45:00 PM,11.87,10.96
315,20-03-07 01:50:00 PM,11.86,10.98
316,20-03-07 01:55:00 PM,11.83,11.02
317,20-03-07 02:00:00 PM,11.83,11.04
318,20-03-07 02:05:00 PM,11.81,11.06
319,20-03-07 02:10:00 PM,11.79,11.08
320,20-03-07 02:15:00 PM,11.79,11.08
321,20-03-07 02:20:00 PM,11.77,11.10
322,20-03-07 02:25:00 PM,11.77,11.08
323,20-03-07 02:30:00 PM,11.75,11.08
324,20-03-07 02:35:00 PM,11.75,11.08
325,20-03-07 02:40:00 PM,11.72,11.06
326,20-03-07 02:45:00 PM,11.71,11.04
327,20-03-07 02:50:00 PM,11.70,11.00
328,20-03-07 02:55:00 PM,11.71,10.98
329,20-03-07 03:00:00 PM,11.69,10.94
330,20-03-07 03:05:00 PM,11.69,10.92
331,20-03-07 03:10:00 PM,11.66,10.88
332,20-03-07 03:15:00 PM,11.67,10.86
333,20-03-07 03:20:00 PM,11.66,10.84
334,20-03-07 03:25:00 PM,11.65,10.80
335,20-03-07 03:30:00 PM,11.64,10.76
336,20-03-07 03:35:00 PM,11.61,10.74
337,20-03-07 03:40:00 PM,11.59,10.68
338,20-03-07 03:45:00 PM,11.58,10.64
339,20-03-07 03:50:00 PM,11.56,10.58
340,20-03-07 03:55:00 PM,11.57,10.52
341,20-03-07 04:00:00 PM,11.55,10.44
342,20-03-07 04:05:00 PM,11.55,10.38
343,20-03-07 04:10:00 PM,11.52,10.34
344,20-03-07 04:15:00 PM,11.50,10.28
345,20-03-07 04:20:00 PM,11.49,10.22
346,20-03-07 04:25:00 PM,11.47,10.16
347,20-03-07 04:30:00 PM,11.45,10.10
348,20-03-07 04:35:00 PM,11.44,10.04
349,20-03-07 04:40:00 PM,11.43,10.00
350,20-03-07 04:45:00 PM,11.40,9.94
351,20-03-07 04:50:00 PM,11.37,9.90
352,20-03-07 04:55:00 PM,11.37,9.84
353,20-03-07 05:00:00 PM,11.36,9.78
354,20-03-07 05:05:00 PM,11.33,9.74
355,20-03-07 05:10:00 PM,11.34,9.70
356,20-03-07 05:15:00 PM,11.33,9.66
357,20-03-07 05:20:00 PM,11.32,9.64
358,20-03-07 05:25:00 PM,11.29,9.60
359,20-03-07 05:30:00 PM,11.29,9.56
360,20-03-07 05:35:00 PM,11.27,9.54
361,20-03-07 05:40:00 PM,11.25,9.50
362,20-03-07 05:45:00 PM,11.25,9.46
363,20-03-07 05:50:00 PM,11.23,9.42
364,20-03-07 05:55:00 PM,11.22,9.38
365,20-03-07 06:00:00 PM,11.20,9.36
366,20-03-07 06:05:00 PM,11.19,9.30
367,20-03-07 06:10:00 PM,11.18,9.26
368,20-03-07 06:15:00 PM,11.17,9.24
369,20-03-07 06:20:00 PM,11.15,9.20
370,20-03-07 06:25:00 PM,11.14,9.16
371,20-03-07 06:30:00 PM,11.10,9.10
372,20-03-07 06:35:00 PM,11.10,9.06
373,20-03-07 06:40:00 PM,11.08,9.02
374,20-03-07 06:45:00 PM,11.06,8.98
375,20-03-07 06:50:00 PM,11.07,8.94
376,20-03-07 06:55:00 PM,11.06,8.90
377,20-03-07 07:00:00 PM,11.03,8.86
378,20-03-07 07:05:00 PM,11.03,8.82
379,20-03-07 07:10:00 PM,11.02,8.78
380,20-03-07 07:15:00 PM,11.04,8.74
381,20-03-07 07:20:00 PM,11.01,8.68
382,20-03-07 07:25:00 PM,11.02,8.66
383,20-03-07 07:30:00 PM,11.02,8.60
384,20-03-07 07:35:00 PM,11.04,8.56
385,20-03-07 07:40:00 PM,11.03,8.52
386,20-03-07 07:45:00 PM,11.04,8.48
387,20-03-07 07:50:00 PM,11.04,8.44
388,20-03-07 07:55:00 PM,11.04,8.40
389,20-03-07 08:00:00 PM,11.03,8.36
390,20-03-07 08:05:00 PM,11.04,8.32
391,20-03-07 08:10:00 PM,11.04,8.28
392,20-03-07 08:15:00 PM,11.07,8.24
393,20-03-07 08:20:00 PM,11.07,8.20
394,20-03-07 08:25:00 PM,11.08,8.16
395,20-03-07 08:30:00 PM,11.11,8.10
396,20-03-07 08:35:00 PM,11.10,8.06
397,20-03-07 08:40:00 PM,11.11,8.02
398,20-03-07 08:45:00 PM,11.12,7.98
399,20-03-07 08:50:00 PM,11.13,7.94
400,20-03-07 08:55:00 PM,11.13,7.90
401,20-03-07 09:00:00 PM,11.17,7.86
402,20-03-07 09:05:00 PM,11.18,7.80
403,20-03-07 09:10:00 PM,11.18,7.76
404,20-03-07 09:15:00 PM,11.20,7.72
405,20-03-07 09:20:00 PM,11.21,7.68
406,20-03-07 09:25:00 PM,11.21,7.64
407,20-03-07 09:30:00 PM,11.24,7.60
408,20-03-07 09:35:00 PM,11.24,7.56
409,20-03-07 09:40:00 PM,11.26,7.52
410,20-03-07 09:45:00 PM,11.26,7.48
411,20-03-07 09:50:00 PM,11.27,7.44
412,20-03-07 09:55:00 PM,11.30,7.40
413,20-03-07 10:00:00 PM,11.29,7.36
414,20-03-07 10:05:00 PM,11.32,7.30
415,20-03-07 10:10:00 PM,11.32,7.26
416,20-03-07 10:15:00 PM,11.34,7.22
417,20-03-07 10:20:00 PM,11.36,7.18
418,20-03-07 10:25:00 PM,11.38,7.14
419,20-03-07 10:30:00 PM,11.38,7.10
420,20-03-07 10:35:00 PM,11.40,7.06
421,20-03-07 10:40:00 PM,11.41,7.00
422,20-03-07 10:45:00 PM,11.44,6.96
423,20-03-07 10:50:00 PM,11.43,6.92
424,20-03-07 10:55:00 PM,11.46,6.90
425,20-03-07 11:00:00 PM,11.46,6.84
426,20-03-07 11:05:00 PM,11.48,6.82
427,20-03-07 11:10:00 PM,11.49,6.78
428,20-03-07 11:15:00 PM,11.49,6.74
429,20-03-07 11:20:00 PM,11.53,6.70
430,20-03-07 11:25:00 PM,11.54,6.68
431,20-03-07 11:30:00 PM,11.57,6.64
432,20-03-07 11:35:00 PM,11.55,6.60
433,20-03-07 11:40:00 PM,11.56,6.56
434,20-03-07 11:45:00 PM,11.58,6.54
435,20-03-07 11:50:00 PM,11.59,6.50
436,20-03-07 11:55:00 PM,11.60,6.46
437,20-03-08 12:00:00 AM,11.61,6.44
438,20-03-08 12:05:00 AM,11.63,6.40
439,20-03-08 12:10:00 AM,11.63,6.36
440,20-03-08 12:15:00 AM,11.66,6.34
441,20-03-08 12:20:00 AM,11.66,6.30
442,20-03-08 12:25:00 AM,11.67,6.28
443,20-03-08 12:30:00 AM,11.69,6.24
444,20-03-08 12:35:00 AM,11.70,6.22
445,20-03-08 12:40:00 AM,11.71,6.18
446,20-03-08 12:45:00 AM,11.72,6.14
447,20-03-08 12:50:00 AM,11.72,6.12
448,20-03-08 12:55:00 AM,11.72,6.08
449,20-03-08 01:00:00 AM,11.77,6.06
450,20-03-08 01:05:00 AM,11.77,6.02
451,20-03-08 01:10:00 AM,11.78,6.00
452,20-03-08 01:15:00 AM,11.79,5.96
453,20-03-08 01:20:00 AM,11.80,5.92
454,20-03-08 01:25:00 AM,11.81,5.90
455,20-03-08 01:30:00 AM,11.81,5.88
456,20-03-08 01:35:00 AM,11.82,5.84
457,20-03-08 01:40:00 AM,11.83,5.82
458,20-03-08 01:45:00 AM,11.83,5.80
459,20-03-08 01:50:00 AM,11.86,5.76
460,20-03-08 01:55:00 AM,11.87,5.74
461,20-03-08 02:00:00 AM,11.88,5.72
462,20-03-08 02:05:00 AM,11.89,5.68
463,20-03-08 02:10:00 AM,11.89,5.66
464,20-03-08 02:15:00 AM,11.92,5.62
465,20-03-08 02:20:00 AM,11.93,5.60
466,20-03-08 02:25:00 AM,11.95,5.58
467,20-03-08 02:30:00 AM,11.94,5.54
468,20-03-08 02:35:00 AM,11.94,5.52
469,20-03-08 02:40:00 AM,11.99,5.50
470,20-03-08 02:45:00 AM,11.99,5.46
471,20-03-08 02:50:00 AM,11.99,5.44
472,20-03-08 02:55:00 AM,12.00,5.42
473,20-03-08 03:00:00 AM,12.00,5.38
474,20-03-08 03:05:00 AM,12.02,5.36
475,20-03-08 03:10:00 AM,12.03,5.34
476,20-03-08 03:15:00 AM,12.04,5.32
477,20-03-08 03:20:00 AM,12.03,5.28
478,20-03-08 03:25:00 AM,12.05,5.28
479,20-03-08 03:30:00 AM,12.06,5.24
480,20-03-08 03:35:00 AM,12.07,5.22
481,20-03-08 03:40:00 AM,12.09,5.20
482,20-03-08 03:45:00 AM,12.11,5.16
483,20-03-08 03:50:00 AM,12.10,5.14
484,20-03-08 03:55:00 AM,12.10,5.12
485,20-03-08 04:00:00 AM,12.12,5.10
486,20-03-08 04:05:00 AM,12.12,5.08
487,20-03-08 04:10:00 AM,12.15,5.06
488,20-03-08 04:15:00 AM,12.16,5.04
489,20-03-08 04:20:00 AM,12.16,5.00
490,20-03-08 04:25:00 AM,12.17,4.98
491,20-03-08 04:30:00 AM,12.18,4.96
492,20-03-08 04:35:00 AM,12.20,4.94
493,20-03-08 04:40:00 AM,12.20,4.92
494,20-03-08 04:45:00 AM,12.20,4.90
495,20-03-08 04:50:00 AM,12.21,4.88
496,20-03-08 04:55:00 AM,12.21,4.86
497,20-03-08 05:00:00 AM,12.22,4.84
498,20-03-08 05:05:00 AM,12.23,4.82
499,20-03-08 05:10:00 AM,12.24,4.80
500,20-03-08 05:15:00 AM,12.25,4.78
501,20-03-08 05:20:00 AM,12.26,4.74
502,20-03-08 05:25:00 AM,12.26,4.72
503,20-03-08 05:30:00 AM,12.27,4.70
504,20-03-08 05:35:00 AM,12.27,4.68
505,20-03-08 05:40:00 AM,12.28,4.66
506,20-03-08 05:45:00 AM,12.29,4.64
507,20-03-08 05:50:00 AM,12.30,4.64
508,20-03-08 05:55:00 AM,12.29,4.62
509,20-03-08 06:00:00 AM,12.30,4.60
510,20-03-08 06:05:00 AM,12.34,4.58
511,20-03-08 06:10:00 AM,12.34,4.56
512,20-03-08 06:15:00 AM,12.34,4.54
513,20-03-08 06:20:00 AM,12.35,4.52
514,20-03-08 06:25:00 AM,12.34,4.50
515,20-03-08 06:30:00 AM,12.37,4.48
516,20-03-08 06:35:00 AM,12.38,4.46
517,20-03-08 06:40:00 AM,12.39,4.44
518,20-03-08 06:45:00 AM,12.39,4.42
519,20-03-08 06:50:00 AM,12.41,4.40
520,20-03-08 06:55:00 AM,12.43,4.38
521,20-03-08 07:00:00 AM,12.45,4.38
522,20-03-08 07:05:00 AM,12.46,4.36
523,20-03-08 07:10:00 AM,12.47,4.34
524,20-03-08 07:15:00 AM,12.49,4.32
525,20-03-08 07:20:00 AM,12.53,4.32
526,20-03-08 07:25:00 AM,12.57,4.30
527,20-03-08 07:30:00 AM,12.58,4.30
528,20-03-08 07:35:00 AM,12.62,4.28
529,20-03-08 07:40:00 AM,12.64,4.28
530,20-03-08 07:45:00 AM,12.67,4.26
531,20-03-08 07:50:00 AM,12.70,4.26
532,20-03-08 07:55:00 AM,12.73,4.26
533,20-03-08 08:00:00 AM,12.75,4.26
534,20-03-08 08:05:00 AM,12.79,4.26
535,20-03-08 08:10:00 AM,12.83,4.26
536,20-03-08 08:15:00 AM,12.85,4.26
537,20-03-08 08:20:00 AM,12.89,4.26
538,20-03-08 08:25:00 AM,12.91,4.28
539,20-03-08 08:30:00 AM,12.95,4.30
540,20-03-08 08:35:00 AM,12.98,4.30
541,20-03-08 08:40:00 AM,13.01,4.34
542,20-03-08 08:45:00 AM,13.03,4.36
543,20-03-08 08:50:00 AM,13.07,4.38
544,20-03-08 08:55:00 AM,13.12,4.42
545,20-03-08 09:00:00 AM,13.14,4.48
546,20-03-08 09:05:00 AM,13.16,4.50
547,20-03-08 09:10:00 AM,13.17,4.54
548,20-03-08 09:15:00 AM,13.20,4.60
549,20-03-08 09:20:00 AM,13.21,4.66
550,20-03-08 09:25:00 AM,13.24,4.74
551,20-03-08 09:30:00 AM,13.26,4.80
552,20-03-08 09:35:00 AM,13.26,4.88
