"Plot Title: Stream_A"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20781165, SEN S/N: 20781165)","Temp, °C (LGR S/N: 20781165, SEN S/N: 20781165)"
77,20-03-06 06:00:00 PM,11.04,9.36
78,20-03-06 06:05:00 PM,11.01,9.34
79,20-03-06 06:10:00 PM,10.97,9.30
80,20-03-06 06:15:00 PM,10.94,9.28
81,20-03-06 06:20:00 PM,10.89,9.24
82,20-03-06 06:25:00 PM,10.87,9.20
83,20-03-06 06:30:00 PM,10.84,9.18
84,20-03-06 06:35:00 PM,10.80,9.14
85,20-03-06 06:40:00 PM,10.78,9.10
86,20-03-06 06:45:00 PM,10.75,9.06
87,20-03-06 06:50:00 PM,10.74,9.02
88,20-03-06 06:55:00 PM,10.72,8.98
89,20-03-06 07:00:00 PM,10.71,8.94
90,20-03-06 07:05:00 PM,10.70,8.90
91,20-03-06 07:10:00 PM,10.70,8.86
92,20-03-06 07:15:00 PM,10.68,8.82
93,20-03-06 07:20:00 PM,10.69,8.78
94,20-03-06 07:25:00 PM,10.68,8.76
95,20-03-06 07:30:00 PM,10.69,8.72
96,20-03-06 07:35:00 PM,10.68,8.70
97,20-03-06 07:40:00 PM,10.67,8.68
98,20-03-06 07:45:00 PM,10.68,8.64
99,20-03-06 07:50:00 PM,10.68,8.62
100,20-03-06 07:55:00 PM,10.69,8.60
101,20-03-06 08:00:00 PM,10.69,8.56
102,20-03-06 08:05:00 PM,10.70,8.54
103,20-03-06 08:10:00 PM,10.69,8.52
104,20-03-06 08:15:00 PM,10.70,8.50
105,20-03-06 08:20:00 PM,10.70,8.48
106,20-03-06 08:25:00 PM,10.72,8.46
107,20-03-06 08:30:00 PM,10.72,8.44
108,20-03-06 08:35:00 PM,10.72,8.42
109,20-03-06 08:40:00 PM,10.73,8.40
110,20-03-06 08:45:00 PM,10.73,8.36
111,20-03-06 08:50:00 PM,10.74,8.34
112,20-03-06 08:55:00 PM,10.74,8.32
113,20-03-06 09:00:00 PM,10.75,8.30
114,20-03-06 09:05:00 PM,10.76,8.28
115,20-03-06 09:10:00 PM,10.76,8.26
116,20-03-06 09:15:00 PM,10.78,8.24
117,20-03-06 09:20:00 PM,10.78,8.22
118,20-03-06 09:25:00 PM,10.79,8.18
119,20-03-06 09:30:00 PM,10.80,8.16
120,20-03-06 09:35:00 PM,10.81,8.14
121,20-03-06 09:40:00 PM,10.81,8.14
122,20-03-06 09:45:00 PM,10.82,8.12
123,20-03-06 09:50:00 PM,10.82,8.10
124,20-03-06 09:55:00 PM,10.82,8.10
125,20-03-06 10:00:00 PM,10.83,8.08
126,20-03-06 10:05:00 PM,10.83,8.06
127,20-03-06 10:10:00 PM,10.83,8.06
128,20-03-06 10:15:00 PM,10.85,8.04
129,20-03-06 10:20:00 PM,10.85,8.04
130,20-03-06 10:25:00 PM,10.85,8.04
131,20-03-06 10:30:00 PM,10.85,8.02
132,20-03-06 10:35:00 PM,10.87,8.00
133,20-03-06 10:40:00 PM,10.86,7.98
134,20-03-06 10:45:00 PM,10.86,7.98
135,20-03-06 10:50:00 PM,10.87,7.96
136,20-03-06 10:55:00 PM,10.88,7.94
137,20-03-06 11:00:00 PM,10.88,7.92
138,20-03-06 11:05:00 PM,10.89,7.90
139,20-03-06 11:10:00 PM,10.88,7.90
140,20-03-06 11:15:00 PM,10.89,7.90
141,20-03-06 11:20:00 PM,10.90,7.88
142,20-03-06 11:25:00 PM,10.90,7.86
143,20-03-06 11:30:00 PM,10.91,7.86
144,20-03-06 11:35:00 PM,10.90,7.86
145,20-03-06 11:40:00 PM,10.91,7.84
146,20-03-06 11:45:00 PM,10.93,7.82
147,20-03-06 11:50:00 PM,10.93,7.80
148,20-03-06 11:55:00 PM,10.94,7.78
149,20-03-07 12:00:00 AM,10.94,7.78
150,20-03-07 12:05:00 AM,10.94,7.76
151,20-03-07 12:10:00 AM,10.95,7.76
152,20-03-07 12:15:00 AM,10.94,7.76
153,20-03-07 12:20:00 AM,10.95,7.76
154,20-03-07 12:25:00 AM,10.95,7.74
155,20-03-07 12:30:00 AM,10.95,7.74
156,20-03-07 12:35:00 AM,10.96,7.74
157,20-03-07 12:40:00 AM,10.96,7.72
158,20-03-07 12:45:00 AM,10.97,7.72
159,20-03-07 12:50:00 AM,10.96,7.70
160,20-03-07 12:55:00 AM,10.97,7.70
161,20-03-07 01:00:00 AM,10.97,7.70
162,20-03-07 01:05:00 AM,10.97,7.70
163,20-03-07 01:10:00 AM,10.98,7.68
164,20-03-07 01:15:00 AM,10.98,7.68
165,20-03-07 01:20:00 AM,10.98,7.68
166,20-03-07 01:25:00 AM,10.98,7.66
167,20-03-07 01:30:00 AM,10.99,7.66
168,20-03-07 01:35:00 AM,10.99,7.66
169,20-03-07 01:40:00 AM,10.99,7.64
170,20-03-07 01:45:00 AM,11.00,7.64
171,20-03-07 01:50:00 AM,11.00,7.62
172,20-03-07 01:55:00 AM,11.00,7.62
173,20-03-07 02:00:00 AM,11.00,7.62
174,20-03-07 02:05:00 AM,11.00,7.60
175,20-03-07 02:10:00 AM,11.02,7.60
176,20-03-07 02:15:00 AM,11.01,7.60
177,20-03-07 02:20:00 AM,11.01,7.58
178,20-03-07 02:25:00 AM,11.01,7.58
179,20-03-07 02:30:00 AM,11.01,7.58
180,20-03-07 02:35:00 AM,11.02,7.56
181,20-03-07 02:40:00 AM,11.02,7.56
182,20-03-07 02:45:00 AM,11.03,7.54
183,20-03-07 02:50:00 AM,11.02,7.52
184,20-03-07 02:55:00 AM,11.03,7.52
185,20-03-07 03:00:00 AM,11.03,7.50
186,20-03-07 03:05:00 AM,11.05,7.48
187,20-03-07 03:10:00 AM,11.04,7.46
188,20-03-07 03:15:00 AM,11.04,7.44
189,20-03-07 03:20:00 AM,11.05,7.42
190,20-03-07 03:25:00 AM,11.05,7.40
191,20-03-07 03:30:00 AM,11.05,7.38
192,20-03-07 03:35:00 AM,11.08,7.36
193,20-03-07 03:40:00 AM,11.06,7.34
194,20-03-07 03:45:00 AM,11.09,7.32
195,20-03-07 03:50:00 AM,11.10,7.30
196,20-03-07 03:55:00 AM,11.09,7.28
197,20-03-07 04:00:00 AM,11.10,7.28
198,20-03-07 04:05:00 AM,11.11,7.26
199,20-03-07 04:10:00 AM,11.11,7.24
200,20-03-07 04:15:00 AM,11.12,7.22
201,20-03-07 04:20:00 AM,11.11,7.22
202,20-03-07 04:25:00 AM,11.12,7.20
203,20-03-07 04:30:00 AM,11.13,7.20
204,20-03-07 04:35:00 AM,11.14,7.18
205,20-03-07 04:40:00 AM,11.14,7.18
206,20-03-07 04:45:00 AM,11.14,7.18
207,20-03-07 04:50:00 AM,11.15,7.16
208,20-03-07 04:55:00 AM,11.15,7.16
209,20-03-07 05:00:00 AM,11.16,7.16
210,20-03-07 05:05:00 AM,11.16,7.16
211,20-03-07 05:10:00 AM,11.15,7.14
212,20-03-07 05:15:00 AM,11.17,7.14
213,20-03-07 05:20:00 AM,11.17,7.14
214,20-03-07 05:25:00 AM,11.17,7.12
215,20-03-07 05:30:00 AM,11.18,7.12
216,20-03-07 05:35:00 AM,11.18,7.12
217,20-03-07 05:40:00 AM,11.17,7.12
218,20-03-07 05:45:00 AM,11.19,7.10
219,20-03-07 05:50:00 AM,11.18,7.10
220,20-03-07 05:55:00 AM,11.19,7.08
221,20-03-07 06:00:00 AM,11.19,7.06
222,20-03-07 06:05:00 AM,11.20,7.06
223,20-03-07 06:10:00 AM,11.21,7.04
224,20-03-07 06:15:00 AM,11.21,7.02
225,20-03-07 06:20:00 AM,11.23,7.02
226,20-03-07 06:25:00 AM,11.23,7.00
227,20-03-07 06:30:00 AM,11.24,6.98
228,20-03-07 06:35:00 AM,11.24,6.98
229,20-03-07 06:40:00 AM,11.25,6.96
230,20-03-07 06:45:00 AM,11.27,6.96
231,20-03-07 06:50:00 AM,11.28,6.94
232,20-03-07 06:55:00 AM,11.29,6.94
233,20-03-07 07:00:00 AM,11.31,6.92
234,20-03-07 07:05:00 AM,11.33,6.90
235,20-03-07 07:10:00 AM,11.37,6.90
236,20-03-07 07:15:00 AM,11.39,6.88
237,20-03-07 07:20:00 AM,11.42,6.86
238,20-03-07 07:25:00 AM,11.47,6.84
239,20-03-07 07:30:00 AM,11.50,6.84
240,20-03-07 07:35:00 AM,11.54,6.82
241,20-03-07 07:40:00 AM,11.57,6.82
242,20-03-07 07:45:00 AM,11.61,6.80
243,20-03-07 07:50:00 AM,11.65,6.78
244,20-03-07 07:55:00 AM,11.71,6.78
245,20-03-07 08:00:00 AM,11.78,6.78
246,20-03-07 08:05:00 AM,11.83,6.78
247,20-03-07 08:10:00 AM,11.87,6.78
248,20-03-07 08:15:00 AM,11.90,6.78
249,20-03-07 08:20:00 AM,11.93,6.78
250,20-03-07 08:25:00 AM,11.98,6.78
251,20-03-07 08:30:00 AM,12.02,6.78
252,20-03-07 08:35:00 AM,12.06,6.78
253,20-03-07 08:40:00 AM,12.09,6.80
254,20-03-07 08:45:00 AM,12.14,6.80
255,20-03-07 08:50:00 AM,12.17,6.82
256,20-03-07 08:55:00 AM,12.21,6.84
257,20-03-07 09:00:00 AM,12.27,6.88
258,20-03-07 09:05:00 AM,12.30,6.92
259,20-03-07 09:10:00 AM,12.33,6.94
260,20-03-07 09:15:00 AM,12.36,6.98
261,20-03-07 09:20:00 AM,12.39,7.02
262,20-03-07 09:25:00 AM,12.39,7.06
263,20-03-07 09:30:00 AM,12.42,7.08
264,20-03-07 09:35:00 AM,12.39,7.12
265,20-03-07 09:40:00 AM,12.45,7.14
266,20-03-07 09:45:00 AM,12.47,7.18
267,20-03-07 09:50:00 AM,12.46,7.22
268,20-03-07 09:55:00 AM,12.48,7.26
269,20-03-07 10:00:00 AM,12.48,7.30
270,20-03-07 10:05:00 AM,12.48,7.36
271,20-03-07 10:10:00 AM,12.49,7.40
272,20-03-07 10:15:00 AM,12.50,7.46
273,20-03-07 10:20:00 AM,12.49,7.50
274,20-03-07 10:25:00 AM,12.51,7.56
275,20-03-07 10:30:00 AM,12.49,7.62
276,20-03-07 10:35:00 AM,12.49,7.68
277,20-03-07 10:40:00 AM,12.48,7.74
278,20-03-07 10:45:00 AM,12.48,7.80
279,20-03-07 10:50:00 AM,12.47,7.88
280,20-03-07 10:55:00 AM,12.46,7.92
281,20-03-07 11:00:00 AM,12.45,7.98
282,20-03-07 11:05:00 AM,12.44,8.04
283,20-03-07 11:10:00 AM,12.44,8.08
284,20-03-07 11:15:00 AM,12.43,8.14
285,20-03-07 11:20:00 AM,12.42,8.20
286,20-03-07 11:25:00 AM,12.41,8.28
287,20-03-07 11:30:00 AM,12.41,8.36
288,20-03-07 11:35:00 AM,12.39,8.44
289,20-03-07 11:40:00 AM,12.38,8.54
290,20-03-07 11:45:00 AM,12.36,8.62
291,20-03-07 11:50:00 AM,12.34,8.70
292,20-03-07 11:55:00 AM,12.33,8.78
293,20-03-07 12:00:00 PM,12.30,8.86
294,20-03-07 12:05:00 PM,12.29,8.94
295,20-03-07 12:10:00 PM,12.27,9.00
296,20-03-07 12:15:00 PM,12.24,9.08
297,20-03-07 12:20:00 PM,12.23,9.16
298,20-03-07 12:25:00 PM,12.21,9.24
299,20-03-07 12:30:00 PM,12.20,9.32
300,20-03-07 12:35:00 PM,12.16,9.42
301,20-03-07 12:40:00 PM,12.15,9.50
302,20-03-07 12:45:00 PM,12.13,9.58
303,20-03-07 12:50:00 PM,12.09,9.64
304,20-03-07 12:55:00 PM,12.06,9.72
305,20-03-07 01:00:00 PM,12.05,9.80
306,20-03-07 01:05:00 PM,12.02,9.86
307,20-03-07 01:10:00 PM,12.01,9.92
308,20-03-07 01:15:00 PM,11.97,9.96
309,20-03-07 01:20:00 PM,11.94,10.00
310,20-03-07 01:25:00 PM,11.93,10.04
311,20-03-07 01:30:00 PM,11.91,10.08
312,20-03-07 01:35:00 PM,11.90,10.12
313,20-03-07 01:40:00 PM,11.88,10.14
314,20-03-07 01:45:00 PM,11.87,10.18
315,20-03-07 01:50:00 PM,11.85,10.20
316,20-03-07 01:55:00 PM,11.84,10.22
317,20-03-07 02:00:00 PM,11.83,10.24
318,20-03-07 02:05:00 PM,11.82,10.28
319,20-03-07 02:10:00 PM,11.82,10.30
320,20-03-07 02:15:00 PM,11.79,10.34
321,20-03-07 02:20:00 PM,11.76,10.36
322,20-03-07 02:25:00 PM,11.76,10.38
323,20-03-07 02:30:00 PM,11.74,10.40
324,20-03-07 02:35:00 PM,11.73,10.40
325,20-03-07 02:40:00 PM,11.72,10.40
326,20-03-07 02:45:00 PM,11.70,10.40
327,20-03-07 02:50:00 PM,11.68,10.40
328,20-03-07 02:55:00 PM,11.67,10.38
329,20-03-07 03:00:00 PM,11.64,10.38
330,20-03-07 03:05:00 PM,11.63,10.38
331,20-03-07 03:10:00 PM,11.62,10.36
332,20-03-07 03:15:00 PM,11.62,10.34
333,20-03-07 03:20:00 PM,11.60,10.34
334,20-03-07 03:25:00 PM,11.60,10.32
335,20-03-07 03:30:00 PM,11.59,10.30
336,20-03-07 03:35:00 PM,11.57,10.28
337,20-03-07 03:40:00 PM,11.56,10.26
338,20-03-07 03:45:00 PM,11.55,10.24
339,20-03-07 03:50:00 PM,11.54,10.20
340,20-03-07 03:55:00 PM,11.52,10.18
341,20-03-07 04:00:00 PM,11.50,10.16
342,20-03-07 04:05:00 PM,11.48,10.14
343,20-03-07 04:10:00 PM,11.48,10.10
344,20-03-07 04:15:00 PM,11.45,10.08
345,20-03-07 04:20:00 PM,11.44,10.04
346,20-03-07 04:25:00 PM,11.43,10.02
347,20-03-07 04:30:00 PM,11.41,10.00
348,20-03-07 04:35:00 PM,11.40,9.98
349,20-03-07 04:40:00 PM,11.38,9.94
350,20-03-07 04:45:00 PM,11.37,9.90
351,20-03-07 04:50:00 PM,11.34,9.88
352,20-03-07 04:55:00 PM,11.33,9.84
353,20-03-07 05:00:00 PM,11.31,9.80
354,20-03-07 05:05:00 PM,11.28,9.78
355,20-03-07 05:10:00 PM,11.26,9.74
356,20-03-07 05:15:00 PM,11.25,9.70
357,20-03-07 05:20:00 PM,11.23,9.68
358,20-03-07 05:25:00 PM,11.18,9.64
359,20-03-07 05:30:00 PM,11.16,9.60
360,20-03-07 05:35:00 PM,11.14,9.58
361,20-03-07 05:40:00 PM,11.12,9.54
362,20-03-07 05:45:00 PM,11.11,9.50
363,20-03-07 05:50:00 PM,11.08,9.48
364,20-03-07 05:55:00 PM,11.05,9.44
365,20-03-07 06:00:00 PM,11.03,9.40
366,20-03-07 06:05:00 PM,11.01,9.36
367,20-03-07 06:10:00 PM,10.99,9.34
368,20-03-07 06:15:00 PM,10.97,9.30
369,20-03-07 06:20:00 PM,10.93,9.26
370,20-03-07 06:25:00 PM,10.91,9.22
371,20-03-07 06:30:00 PM,10.88,9.18
372,20-03-07 06:35:00 PM,10.87,9.14
373,20-03-07 06:40:00 PM,10.85,9.10
374,20-03-07 06:45:00 PM,10.84,9.06
375,20-03-07 06:50:00 PM,10.83,9.02
376,20-03-07 06:55:00 PM,10.81,8.98
377,20-03-07 07:00:00 PM,10.82,8.92
378,20-03-07 07:05:00 PM,10.80,8.88
379,20-03-07 07:10:00 PM,10.80,8.84
380,20-03-07 07:15:00 PM,10.80,8.78
381,20-03-07 07:20:00 PM,10.80,8.74
382,20-03-07 07:25:00 PM,10.80,8.70
383,20-03-07 07:30:00 PM,10.81,8.66
384,20-03-07 07:35:00 PM,10.81,8.60
385,20-03-07 07:40:00 PM,10.82,8.56
386,20-03-07 07:45:00 PM,10.82,8.52
387,20-03-07 07:50:00 PM,10.83,8.48
388,20-03-07 07:55:00 PM,10.84,8.44
389,20-03-07 08:00:00 PM,10.85,8.38
390,20-03-07 08:05:00 PM,10.86,8.36
391,20-03-07 08:10:00 PM,10.86,8.30
392,20-03-07 08:15:00 PM,10.88,8.26
393,20-03-07 08:20:00 PM,10.89,8.22
394,20-03-07 08:25:00 PM,10.89,8.18
395,20-03-07 08:30:00 PM,10.90,8.14
396,20-03-07 08:35:00 PM,10.91,8.08
397,20-03-07 08:40:00 PM,10.93,8.04
398,20-03-07 08:45:00 PM,10.96,8.00
399,20-03-07 08:50:00 PM,10.96,7.96
400,20-03-07 08:55:00 PM,10.97,7.92
401,20-03-07 09:00:00 PM,10.98,7.88
402,20-03-07 09:05:00 PM,11.01,7.84
403,20-03-07 09:10:00 PM,11.01,7.80
404,20-03-07 09:15:00 PM,11.03,7.76
405,20-03-07 09:20:00 PM,11.04,7.72
406,20-03-07 09:25:00 PM,11.05,7.68
407,20-03-07 09:30:00 PM,11.06,7.66
408,20-03-07 09:35:00 PM,11.08,7.60
409,20-03-07 09:40:00 PM,11.09,7.58
410,20-03-07 09:45:00 PM,11.10,7.54
411,20-03-07 09:50:00 PM,11.13,7.50
412,20-03-07 09:55:00 PM,11.13,7.46
413,20-03-07 10:00:00 PM,11.14,7.42
414,20-03-07 10:05:00 PM,11.15,7.40
415,20-03-07 10:10:00 PM,11.17,7.36
416,20-03-07 10:15:00 PM,11.18,7.32
417,20-03-07 10:20:00 PM,11.19,7.28
418,20-03-07 10:25:00 PM,11.19,7.26
419,20-03-07 10:30:00 PM,11.20,7.22
420,20-03-07 10:35:00 PM,11.23,7.18
421,20-03-07 10:40:00 PM,11.24,7.16
422,20-03-07 10:45:00 PM,11.25,7.12
423,20-03-07 10:50:00 PM,11.25,7.10
424,20-03-07 10:55:00 PM,11.27,7.06
425,20-03-07 11:00:00 PM,11.28,7.04
426,20-03-07 11:05:00 PM,11.29,7.00
427,20-03-07 11:10:00 PM,11.30,6.96
428,20-03-07 11:15:00 PM,11.30,6.94
429,20-03-07 11:20:00 PM,11.32,6.92
430,20-03-07 11:25:00 PM,11.32,6.88
431,20-03-07 11:30:00 PM,11.33,6.86
432,20-03-07 11:35:00 PM,11.35,6.82
433,20-03-07 11:40:00 PM,11.37,6.80
434,20-03-07 11:45:00 PM,11.38,6.76
435,20-03-07 11:50:00 PM,11.38,6.74
436,20-03-07 11:55:00 PM,11.39,6.72
437,20-03-08 12:00:00 AM,11.41,6.68
438,20-03-08 12:05:00 AM,11.41,6.66
439,20-03-08 12:10:00 AM,11.41,6.64
440,20-03-08 12:15:00 AM,11.44,6.60
441,20-03-08 12:20:00 AM,11.43,6.58
442,20-03-08 12:25:00 AM,11.45,6.56
443,20-03-08 12:30:00 AM,11.46,6.52
444,20-03-08 12:35:00 AM,11.48,6.50
445,20-03-08 12:40:00 AM,11.48,6.46
446,20-03-08 12:45:00 AM,11.47,6.44
447,20-03-08 12:50:00 AM,11.50,6.42
448,20-03-08 12:55:00 AM,11.49,6.40
449,20-03-08 01:00:00 AM,11.53,6.36
450,20-03-08 01:05:00 AM,11.52,6.34
451,20-03-08 01:10:00 AM,11.54,6.32
452,20-03-08 01:15:00 AM,11.55,6.28
453,20-03-08 01:20:00 AM,11.56,6.26
454,20-03-08 01:25:00 AM,11.56,6.24
455,20-03-08 01:30:00 AM,11.56,6.22
456,20-03-08 01:35:00 AM,11.58,6.20
457,20-03-08 01:40:00 AM,11.60,6.18
458,20-03-08 01:45:00 AM,11.59,6.14
459,20-03-08 01:50:00 AM,11.60,6.12
460,20-03-08 01:55:00 AM,11.61,6.10
461,20-03-08 02:00:00 AM,11.62,6.08
462,20-03-08 02:05:00 AM,11.62,6.06
463,20-03-08 02:10:00 AM,11.63,6.04
464,20-03-08 02:15:00 AM,11.63,6.02
465,20-03-08 02:20:00 AM,11.65,6.00
466,20-03-08 02:25:00 AM,11.65,5.98
467,20-03-08 02:30:00 AM,11.68,5.94
468,20-03-08 02:35:00 AM,11.68,5.92
469,20-03-08 02:40:00 AM,11.70,5.90
470,20-03-08 02:45:00 AM,11.68,5.88
471,20-03-08 02:50:00 AM,11.70,5.86
472,20-03-08 02:55:00 AM,11.72,5.84
473,20-03-08 03:00:00 AM,11.72,5.82
474,20-03-08 03:05:00 AM,11.73,5.80
475,20-03-08 03:10:00 AM,11.75,5.78
476,20-03-08 03:15:00 AM,11.75,5.76
477,20-03-08 03:20:00 AM,11.75,5.74
478,20-03-08 03:25:00 AM,11.76,5.72
479,20-03-08 03:30:00 AM,11.76,5.70
480,20-03-08 03:35:00 AM,11.77,5.68
481,20-03-08 03:40:00 AM,11.78,5.66
482,20-03-08 03:45:00 AM,11.78,5.64
483,20-03-08 03:50:00 AM,11.80,5.62
484,20-03-08 03:55:00 AM,11.82,5.60
485,20-03-08 04:00:00 AM,11.82,5.58
486,20-03-08 04:05:00 AM,11.83,5.56
487,20-03-08 04:10:00 AM,11.83,5.54
488,20-03-08 04:15:00 AM,11.84,5.52
489,20-03-08 04:20:00 AM,11.84,5.50
490,20-03-08 04:25:00 AM,11.85,5.48
491,20-03-08 04:30:00 AM,11.86,5.46
492,20-03-08 04:35:00 AM,11.86,5.44
493,20-03-08 04:40:00 AM,11.87,5.44
494,20-03-08 04:45:00 AM,11.88,5.42
495,20-03-08 04:50:00 AM,11.89,5.40
496,20-03-08 04:55:00 AM,11.89,5.38
497,20-03-08 05:00:00 AM,11.90,5.36
498,20-03-08 05:05:00 AM,11.89,5.34
499,20-03-08 05:10:00 AM,11.91,5.34
500,20-03-08 05:15:00 AM,11.91,5.32
501,20-03-08 05:20:00 AM,11.92,5.30
502,20-03-08 05:25:00 AM,11.92,5.28
503,20-03-08 05:30:00 AM,11.94,5.26
504,20-03-08 05:35:00 AM,11.94,5.24
505,20-03-08 05:40:00 AM,11.95,5.22
506,20-03-08 05:45:00 AM,11.97,5.22
507,20-03-08 05:50:00 AM,11.97,5.20
508,20-03-08 05:55:00 AM,11.98,5.18
509,20-03-08 06:00:00 AM,11.99,5.16
510,20-03-08 06:05:00 AM,11.98,5.14
511,20-03-08 06:10:00 AM,12.00,5.14
512,20-03-08 06:15:00 AM,12.00,5.12
513,20-03-08 06:20:00 AM,12.00,5.10
514,20-03-08 06:25:00 AM,12.01,5.08
515,20-03-08 06:30:00 AM,12.03,5.06
516,20-03-08 06:35:00 AM,12.03,5.04
517,20-03-08 06:40:00 AM,12.04,5.04
518,20-03-08 06:45:00 AM,12.04,5.02
519,20-03-08 06:50:00 AM,12.06,5.00
520,20-03-08 06:55:00 AM,12.08,4.98
521,20-03-08 07:00:00 AM,12.12,4.98
522,20-03-08 07:05:00 AM,12.13,4.96
523,20-03-08 07:10:00 AM,12.17,4.94
524,20-03-08 07:15:00 AM,12.19,4.94
525,20-03-08 07:20:00 AM,12.22,4.92
526,20-03-08 07:25:00 AM,12.26,4.92
527,20-03-08 07:30:00 AM,12.28,4.90
528,20-03-08 07:35:00 AM,12.33,4.90
529,20-03-08 07:40:00 AM,12.37,4.90
530,20-03-08 07:45:00 AM,12.39,4.90
531,20-03-08 07:50:00 AM,12.43,4.90
532,20-03-08 07:55:00 AM,12.49,4.90
533,20-03-08 08:00:00 AM,12.53,4.90
534,20-03-08 08:05:00 AM,12.59,4.90
535,20-03-08 08:10:00 AM,12.61,4.92
536,20-03-08 08:15:00 AM,12.65,4.92
537,20-03-08 08:20:00 AM,12.66,4.94
538,20-03-08 08:25:00 AM,12.69,4.94
539,20-03-08 08:30:00 AM,12.74,4.96
540,20-03-08 08:35:00 AM,12.77,4.98
541,20-03-08 08:40:00 AM,12.79,5.00
542,20-03-08 08:45:00 AM,12.81,5.04
543,20-03-08 08:50:00 AM,12.87,5.06
544,20-03-08 08:55:00 AM,12.91,5.12
545,20-03-08 09:00:00 AM,12.93,5.16
546,20-03-08 09:05:00 AM,12.95,5.22
547,20-03-08 09:10:00 AM,12.97,5.28
548,20-03-08 09:15:00 AM,12.99,5.34
549,20-03-08 09:20:00 AM,12.99,5.40
550,20-03-08 09:25:00 AM,13.03,5.48
551,20-03-08 09:30:00 AM,13.03,5.54
552,20-03-08 09:35:00 AM,13.02,5.60
